	EA		FAM		IMM		CONC		FQ		LE											SONORITÀ	MODO					LUOGO						VOCALE	
PIANETA	4,09	1,01	6,45	1,07	5,27	1,68	5,16	1,71	29	123	164	103	61	0	0	11,17	3	7	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	529
PICCO	4,93	1,42	4,95	1,57	3,95	1,83	3,77	2,19	23	28	9	7	2	1	1	11,09	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	515
PIETRA	2,66	0,81	6,68	0,64	6,14	1,25	5,52	1,69	136	131	210	108	102	8	0	10,99	2	6	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	513
PIGIAMA	2,07	0,79	6,66	0,78	5,95	1,33	4,50	2,57	10	12	26	13	13	2	1	10,79	3	7	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	539
PILLOLA	3,68	1,09	6,18	1,15	5,57	1,56	4,82	2,12	8	32	13	6	7	0	0	11,12	3	7	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	518
PINGUINO	2,89	0,95	6,23	1,01	6,16	1,06	6,52	1,07	1	0	19	17	2	1	0	10,69	3	8	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	591
PIOGGIA	2,05	0,86	6,93	0,33	5,93	1,42	6,48	0,95	122	155	296	102	194	25	0	10,68	2	7	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	523
PIOMBO	4,64	1,10	5,80	1,32	4,14	2,02	6,41	1,26	48	67	31	10	21	3	0	10,46	2	6	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	526
PIPA	3,18	1,23	5,98	1,27	6,16	1,40	6,41	0,87	18	16	26	25	1	1	4	10,68	2	4	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	504
PIRAMIDE	4,09	0,91	5,95	1,26	6,11	1,08	4,41	2,60	6	16	8	3	5	3	0	10,76	4	8	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	538
PISCINA	2,73	0,79	6,64	0,78	6,14	1,21	6,59	0,90	9	60	60	14	46	12	0	10,97	3	7	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	538
PISTOLA	3,23	0,96	6,59	0,92	6,00	1,45	6,75	0,81	44	214	47	15	32	7	1	11,17	3	7	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	548
PIUMA	3,00	0,96	6,32	1,12	5,73	1,47	5,50	1,93	13	11	48	27	21	0	0	10,49	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	549
POLLICE	2,25	0,84	6,41	1,02	6,30	1,13	6,91	0,29	16	28	21	15	6	1	2	11,05	3	7	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	513
POLPA	4,32	1,44	5,27	1,58	4,55	1,84	4,95	1,98	14	30	0	0	0	1	3	10,53	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	524
POLVERE	2,84	0,78	6,59	0,84	4,89	2,09	4,61	2,01	83	129	61	33	28	4	0	10,85	3	7	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	514
POMATA	3,36	1,37	5,95	1,51	5,59	1,35	6,64	1,04	1	0	0	0	0	0	1	11,18	3	6	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	534
PONTE	2,86	1,00	6,66	0,68	5,84	1,31	6,61	0,87	106	165	90	37	53	17	3	11,46	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	506
PONTEFICE	5,25	1,26	5,66	1,40	5,41	1,62	6,23	1,31	15	39	0	0	0	0	0	10,71	4	9	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	562
PRATO	2,07	0,70	6,95	0,21	6,36	0,94	6,50	0,90	45	75	334	105	229	7	2	11,39	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	489
PREDA	4,43	1,23	5,75	1,43	4,14	1,81	4,48	1,80	55	89	35	29	6	1	1	11,09	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	498
PREFETTO	6,36	0,97	4,52	1,85	3,45	1,61	5,55	1,82	27	88	0	0	0	2	2	10,62	3	8	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	578
PREGIO	5,25	1,10	5,55	1,63	2,73	1,72	4,18	2,70	13	24	19	0	19	1	1	11,03	2	6	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	520
PRESTIGIO	5,50	1,34	5,41	1,66	2,52	1,61	3,20	2,04	20	75	0	0	0	0	0	10,97	3	9	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	516
PRETORE	6,52	1,02	3,91	1,78	3,66	1,89	5,61	1,60	27	45	0	0	0	0	0	11,32	3	7	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	555
PRIGIONE	3,52	1,09	6,50	0,93	5,48	1,41	4,14	2,21	50	72	61	37	24	3	0	11,02	3	8	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	528
PRINCIPE	2,57	0,87	6,39	1,10	4,68	1,85	4,84	1,70	126	284	329	229	100	5	0	10,79	3	8	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	516
PRINCIPIO	4,98	1,17	5,59	1,60	2,68	1,85	4,02	2,80	79	230	14	11	3	33	0	10,75	3	9	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	577
PROBLEMA	3,45	1,07	6,43	1,09	3,05	1,80	3,09	1,80	135	989	389	165	224	396	0	10,26	3	8	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	515
PROFITTO	5,66	1,35	5,43	1,48	3,09	1,78	4,61	2,46	10	37	0	0	0	10	0	10,65	3	8	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	536
PROGRESSO	5,41	1,04	5,86	1,44	3,20	1,90	2,14	1,21	30	76	21	18	3	7	1	10,77	3	9	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	539
PROSA	5,32	1,27	4,41	1,98	3,50	1,97	4,93	2,29	25	26	0	0	0	2	2	11,10	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	508
PROVERBIO	4,05	1,12	5,80	1,44	3,39	2,12	4,73	2,48	22	29	29	11	18	2	0	10,59	3	9	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	561
PROVINCIA	4,95	1,14	5,80	1,58	3,25	1,84	4,93	2,24	145	335	38	22	16	63	0	10,84	3	9	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	527
PRUGNA	3,20	1,17	5,98	1,41	6,07	1,11	6,82	0,76	4	5	0	0	0	0	0	10,24	2	6	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	532
PUGILE	3,86	1,00	6,41	1,02	5,68	1,47	6,20	1,29	9	27	0	0	0	0	0	10,51	3	6	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	551
PUGNO	2,77	1,03	6,43	1,07	5,23	1,55	4,89	1,81	70	112	49	22	27	0	0	10,37	2	5	p	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	549
PULPITO	5,84	1,18	3,86	1,73	3,68	2,07	3,16	1,96	10	13	0	0	0	0	0	10,20	3	7	s	sorda	occlusiva	0	1	0	0	0	0	1	0	0	0	0	0	0	554
QUADERNO	2,52	0,59	6,86	0,41	6,32	1,20	6,43	0,87	16	9	115	68	47	8	0	10,73	3	8	p	sorda	occlusiva	0	1	0	0	0	0	0	0	0	0	0	1	0	529
QUESTIONE	5,52	1,17	5,50	1,61	2,39	1,63	3,66	2,19	115	464	27	25	2	160	0	11,00	3	9	p	sorda	occlusiva	0	1	0	0	0	0	0	0	0	0	0	1	0	536
RABBIA	4,25	1,30	6,41	1,04	3,70	2,08	2,73	1,69	79	162	35	23	12	1	2	10,47	2	6	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	508
RACCHETTA	3,41	1,00	6,39	0,87	6,30	1,15	6,59	1,13	3	17	0	0	0	0	2	10,90	3	9	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	588
RAFFICA	5,02	1,44	5,00	1,57	3,73	1,77	3,11	1,94	12	45	0	0	0	0	0	10,31	3	7	s	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	554
RAGAZZO	2,86	1,03	6,98	0,15	5,93	1,21	5,98	1,41	289	505	1031	596	435	44	1	10,04	3	7	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	513
RAGNO	2,30	0,67	6,70	0,59	6,34	0,99	5,52	2,02	8	26	32	12	20	5	2	10,85	2	5	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	506
RANA	2,57	0,73	6,39	1,32	6,20	1,13	4,84	2,47	15	15	145	70	75	0	2	11,35	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	533
RAPA	4,39	1,30	4,84	1,63	4,52	1,72	6,61	0,72	1	1	0	0	0	1	1	10,89	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	515
RATA	6,07	1,09	5,43	1,69	3,57	2,12	5,00	1,94	4	12	0	0	0	2	3	11,37	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	521
RAZZO	4,16	1,26	5,57	1,39	4,77	1,87	6,43	1,02	6	31	27	20	7	2	5	10,22	2	5	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	509
RELIGIONE	3,66	1,14	6,52	1,19	3,16	1,99	4,41	2,55	39	133	23	9	14	42	0	11,00	4	9	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	573
RESIDUO	5,64	1,16	4,84	1,61	2,73	1,60	5,32	2,11	10	32	8	4	4	1	0	10,57	4	7	s	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	536
RINGHIERA	3,50	1,30	5,86	1,34	5,91	1,41	6,75	0,69	11	11	0	0	0	0	0	10,57	3	9	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	605
RISSA	5,07	1,32	5,91	1,24	4,70	1,56	3,89	1,65	19	29	0	0	0	1	1	10,97	2	5	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	495
RITMO	4,61	1,17	6,09	1,14	3,84	1,93	3,20	1,69	95	195	18	14	4	4	1	10,05	2	5	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	528
RITO	4,89	1,32	5,05	1,70	3,11	1,88	4,20	2,32	25	101	0	0	0	4	3	11,23	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	506
RIVA	3,39	1,32	5,75	1,30	5,61	1,28	6,09	1,20	153	126	99	65	34	1	4	10,94	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	498
ROMANZO	4,64	1,12	6,02	1,50	5,14	1,53	5,75	1,73	67	233	16	11	5	40	0	10,55	3	7	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	520
ROSPO	2,89	0,92	6,18	1,24	5,66	1,60	6,89	0,32	13	10	0	0	0	2	2	10,79	2	5	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	509
ROVO	5,00	1,49	4,86	1,90	4,57	1,89	3,86	2,48	3	0	14	12	2	0	0	10,78	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	507
RUBINETTO	2,70	0,82	6,68	0,67	6,07	1,34	6,45	1,02	7	14	13	10	3	3	0	10,41	4	9	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	570
RUGA	4,55	1,25	6,14	1,11	4,84	1,67	4,66	2,07	8	10	16	8	8	1	1	9,85	2	4	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	513
RUGGINE	4,20	1,23	5,84	1,27	5,09	1,60	6,34	1,45	8	10	0	0	0	0	0	10,20	3	7	s	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	505
RUMORE	2,52	1,02	6,75	0,61	4,82	2,11	4,59	1,83	64	143	245	128	117	1	1	10,47	3	6	p	sonora	vibrante	1	0	0	0	0	1	0	0	0	0	1	0	0	508
SABBIA	2,16	0,78	6,82	0,50	6,39	0,92	6,91	0,29	60	86	119	50	69	6	2	10,54	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	524
SACERDOTE	4,11	1,22	5,86	1,46	5,52	1,58	5,86	1,47	59	69	18	9	9	6	0	10,75	4	9	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	575
SANGUE	2,18	0,72	6,77	0,71	5,66	1,58	6,64	0,87	449	478	138	85	53	11	0	10,71	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	552
SAPONE	2,02	0,66	6,74	0,73	6,07	1,35	5,57	1,69	23	21	26	16	10	8	0	11,08	3	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	515
SATELLITE	5,45	1,25	5,11	1,73	4,73	1,87	5,20	1,77	10	38	23	21	2	0	0	11,19	4	9	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	572
SBORNIA	5,75	1,37	5,59	1,53	4,50	1,95	3,55	1,73	6	12	0	0	0	0	0	10,24	2	7	p	sonora	fricativa	1	0	0	1	0	0	0	0	0	0	1	0	0	563
SCAFFALE	4,14	1,00	5,82	1,37	5,39	1,50	5,84	1,46	3	6	20	10	10	3	0	10,51	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	606
SCAFO	5,32	1,22	4,45	1,85	4,77	1,88	4,66	2,24	3	8	0	0	0	0	2	10,48	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	588
SCANDALO	5,41	1,28	6,20	0,98	2,84	1,68	4,61	2,52	52	174	0	0	0	3	0	11,05	3	8	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	605
SCAPOLO	5,45	1,32	5,48	1,59	3,93	2,00	5,20	2,17	10	16	0	0	0	1	1	10,82	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	616
SCATOLA	2,73	0,66	6,61	0,87	5,84	1,43	6,70	0,67	20	68	137	82	55	18	1	11,24	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	610
SCHELETRO	3,52	0,98	6,57	0,79	5,77	1,70	6,11	1,33	67	15	34	21	13	0	0	11,04	3	9	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	637
SCHIAFFO	2,41	0,79	6,52	1,00	5,41	1,92	6,14	1,41	17	19	13	1	12	1	0	10,33	2	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	621
SCHIAVO	4,09	0,88	6,11	1,33	4,25	1,98	5,23	1,70	21	19	40	36	4	5	0	10,91	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	625
SCHIENA	3,02	1,19	6,75	0,65	5,91	1,33	5,09	2,17	94	125	61	24	37	5	1	11,00	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	615
SCHIUMA	2,61	1,06	6,41	1,02	6,00	1,20	5,75	1,43	13	18	76	7	69	0	1	10,52	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	632
SCIENZA	4,16	1,10	6,05	1,43	2,86	1,91	2,75	1,59	54	227	87	51	36	15	0	10,72	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	548
SCIMMIA	2,32	0,91	6,64	0,84	6,27	1,19	6,48	0,95	6	23	76	54	22	1	0	10,75	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	553
SCIROCCO	5,57	1,19	4,30	1,81	3,75	1,84	5,55	1,95	8	2	0	0	0	0	0	10,78	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	594
SCIROPPO	2,48	1,00	6,14	1,19	5,52	1,64	4,57	2,42	3	16	0	0	0	8	0	10,55	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	559
SCORPIONE	4,41	1,44	6,00	1,36	5,34	1,83	5,70	1,68	3	17	13	7	6	0	0	10,84	3	9	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	619
SCRUPOLO	5,75	1,30	5,05	1,71	2,77	1,78	4,14	2,70	6	10	0	0	0	1	0	10,20	3	8	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	516
SCUDO	3,36	1,20	5,77	1,44	5,20	1,34	5,86	1,61	22	31	31	20	11	0	1	10,44	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	600
SCUOLA	2,20	0,63	6,89	0,54	6,14	1,11	6,32	1,14	150	684	1823	428	1395	149	0	10,83	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	0	1	0	0	597
SECCHIO	2,84	0,78	6,50	0,88	6,36	1,12	6,75	0,81	19	5	30	19	11	0	1	10,89	2	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	540
SEDE	5,18	1,28	5,61	1,57	3,16	1,64	4,80	2,12	85	349	19	16	3	42	3	11,27	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	506
SEDIA	1,91	0,68	6,82	0,50	6,32	1,07	6,59	1,00	65	83	119	44	75	6	1	11,26	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	555
SEME	3,11	0,81	6,20	1,11	5,02	1,65	6,50	1,25	26	36	70	50	20	2	1	11,19	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	544
SENO	3,68	1,43	6,73	0,73	6,36	1,12	6,77	0,52	87	107	0	0	0	0	2	11,60	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	534
SENTIERO	3,73	1,02	6,20	1,13	5,48	1,39	5,86	1,49	39	40	62	25	37	0	0	11,27	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	557
SERA	2,30	0,76	6,89	0,32	5,48	1,61	5,43	1,96	924	1217	808	218	590	180	4	11,68	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	544
SERGENTE	5,14	1,41	5,36	1,66	4,30	1,98	5,20	1,46	31	31	12	12	0	0	0	10,92	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	580
SERPENTE	2,52	0,90	6,59	0,73	6,27	1,02	5,86	1,47	35	27	89	65	24	0	0	10,99	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	548
SETA	4,02	1,23	6,11	1,15	5,02	1,84	6,45	0,95	79	113	27	20	7	22	3	11,38	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	530
SIGARO	4,14	1,21	6,20	1,36	6,09	1,36	6,77	0,48	14	17	0	0	0	3	0	10,88	3	6	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	565
SILENZIO	2,43	0,93	6,59	1,17	4,14	2,27	4,89	2,42	337	364	112	89	23	32	0	10,97	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	545
SILLABA	3,77	0,94	4,89	1,78	3,52	2,13	5,32	2,03	4	6	9	6	3	0	0	10,88	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	556
SIMBOLO	4,89	0,99	5,57	1,47	3,25	1,73	3,16	1,92	38	194	43	35	8	11	0	10,50	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	563
SINTOMO	5,64	1,06	4,86	1,77	2,91	1,93	4,95	2,25	7	30	11	10	1	1	0	11,22	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	555
SOFFITTO	3,02	0,82	6,43	0,82	5,70	1,41	6,52	0,90	31	51	26	14	12	4	0	10,47	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	543
SOGLIOLA	3,93	1,48	5,55	1,68	5,80	1,62	6,70	0,88	2	5	0	0	0	0	0	10,97	3	8	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	612
SONNO	1,91	0,88	6,70	0,73	5,00	2,00	4,68	2,05	245	177	114	74	40	13	4	11,28	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	536
SORELLA	1,77	0,68	6,98	0,15	5,55	1,55	4,57	1,84	323	241	825	84	741	37	0	11,43	3	7	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	536
SORSO	3,41	1,47	5,77	1,31	3,89	1,87	5,68	1,95	11	10	7	6	1	0	4	11,07	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	554
SPADA	2,50	0,85	6,41	1,13	5,75	1,56	6,43	1,09	45	51	52	32	20	3	0	10,80	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	591
SPECCHIO	2,52	0,76	6,68	0,74	6,30	0,95	6,25	1,20	84	114	92	66	26	4	1	10,75	2	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	606
SPIAGGIA	2,18	0,95	6,82	0,45	6,50	0,76	6,39	1,08	54	162	112	45	67	10	0	10,63	2	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	593
SPIEDO	4,77	1,26	5,23	1,60	5,02	1,70	5,59	1,54	4	2	0	0	0	0	0	10,70	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	629
SPIGOLO	3,41	1,11	5,89	1,35	5,00	1,86	4,77	1,99	8	2	0	0	0	0	1	10,49	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	642
SPUGNA	2,77	0,74	6,32	0,98	5,93	1,42	6,70	0,63	17	35	18	12	6	0	0	10,22	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	609
SQUALO	3,27	0,92	6,52	1,02	6,20	1,30	6,91	0,36	2	7	28	8	20	0	0	10,42	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	596
STAFFA	5,50	1,23	4,34	1,89	3,93	1,91	6,36	1,28	1	5	0	0	0	0	1	10,52	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	599
STAGIONE	3,20	0,93	6,66	0,83	4,27	2,00	3,20	1,80	173	509	202	63	139	9	0	11,15	3	8	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	577
STALLA	2,80	0,93	6,25	1,16	5,75	1,30	6,20	1,15	36	9	54	21	33	0	2	11,49	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	580
STANZA	2,50	0,79	6,82	0,45	5,77	1,44	6,34	1,24	271	363	280	119	161	1	0	11,03	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	573
STATUA	3,16	0,81	6,55	0,82	5,95	1,12	6,64	0,72	45	52	58	25	33	7	0	11,13	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	583
STILE	5,16	1,36	5,75	1,42	2,82	1,82	3,80	2,25	45	322	20	11	9	10	1	11,40	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	627
STOMACO	3,43	1,02	6,41	0,97	4,89	1,86	6,50	0,85	80	74	37	31	6	3	0	11,17	3	7	s	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	595
STRADA	2,39	0,99	6,89	0,44	6,55	0,76	6,41	0,97	595	979	794	311	483	72	0	11,10	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	595
STRAGE	5,07	1,17	6,16	1,26	4,57	1,89	3,52	1,95	46	113	13	11	2	9	0	10,93	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	618
STRATO	5,14	1,19	5,41	1,56	3,57	1,63	3,77	1,84	19	48	53	47	6	3	1	11,40	2	6	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	613
SUGO	2,43	0,87	6,57	0,95	5,84	1,48	6,43	1,02	9	18	13	4	9	0	0	10,34	2	4	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	554
SUOLO	4,61	1,38	5,95	1,28	4,73	1,80	5,09	1,60	57	106	63	31	32	2	1	10,92	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	552
SUORA	2,73	0,73	6,45	1,09	5,73	1,56	6,20	1,15	23	23	20	6	14	2	1	11,15	2	5	p	sorda	fricativa	0	0	0	1	0	0	0	0	0	1	0	0	0	543
TALENTO	5,39	1,20	5,52	1,77	2,80	1,73	2,18	1,48	17	98	11	9	2	0	0	11,33	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	533
TALPA	3,30	0,98	5,95	1,26	5,23	1,99	6,80	0,67	9	7	17	6	11	0	0	10,59	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	511
TAMBURO	3,95	4,74	6,16	1,12	5,91	1,29	6,70	0,76	9	15	25	17	8	0	0	10,32	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	513
TANA	3,45	1,07	5,61	1,54	5,30	1,50	6,07	1,44	10	21	78	47	31	0	4	11,40	2	4	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	530
TAPPETO	2,91	0,77	6,50	0,88	6,09	1,29	6,75	0,49	28	68	71	33	38	40	1	10,72	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	531
TARGA	3,84	1,01	6,55	0,76	5,77	1,65	6,73	0,66	16	32	25	22	3	0	1	10,61	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	523
TARIFFA	5,80	1,30	5,14	1,65	3,07	1,87	2,93	1,74	2	8	0	0	0	2	0	10,52	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	521
TARTARUGA	2,57	0,90	6,45	0,95	6,45	1,02	6,48	1,00	14	21	57	31	26	3	0	10,44	4	9	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	542
TASSELLO	5,86	1,25	4,16	1,64	3,45	1,69	6,02	1,55	2	10	0	0	0	1	0	10,98	3	8	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	549
TATTO	4,00	1,22	5,95	1,43	3,43	1,91	4,95	1,89	18	12	0	0	0	1	8	11,32	2	5	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	543
TAVERNA	5,14	1,19	5,20	1,46	5,48	1,52	4,41	2,31	10	10	0	0	0	0	1	10,95	3	7	p	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	534
TAVOLO	1,98	0,79	6,82	0,76	6,16	1,12	6,61	0,92	155	271	129	54	75	34	2	10,92	3	6	s	sorda	occlusiva	0	1	0	0	0	0	0	0	1	0	0	0	0	511
